"filename";"fold";"specific_epithet"
"ALCB002298";6;"Peperomia+galioides"
"ALCB002486";14;"Piper+anisum"
"ALCB002496";15;"Piper+arboreum"
"ALCB002511";15;"Piper+arboreum"
"ALCB002624";11;"Piper+aduncum"
"ALCB002680";25;"Piper+hispidum"
"CBPM00000122_1";35;"Piper+regnellii"
"CBPM00000284";32;"Piper+mollicomum"
"CBPM00000285";11;"Piper+aduncum"
"CBPM00000286";37;"Piper+rivinoides"
"CBPM00000287";12;"Piper+amalago"
"CBPM00000288";32;"Piper+mollicomum"
"CBPM00000290";11;"Piper+aduncum"
"CBPM00000427_1";32;"Piper+mollicomum"
"CBPM00000428_1";37;"Piper+rivinoides"
"CBPM00000430";12;"Piper+amalago"
"CBPM00000457_1";11;"Piper+aduncum"
"CBPM00000458";32;"Piper+mollicomum"
"CBPM00000459_1";41;"Piper+umbellatum"
"CBPM00000636";32;"Piper+mollicomum"
"CBPM00000637";32;"Piper+mollicomum"
"CBPM00000638";32;"Piper+mollicomum"
"CEN00033668";15;"Piper+arboreum"
"CEN00033675";15;"Piper+arboreum"
"CEN00036870";5;"Peperomia+decora"
"CEN00036873";20;"Piper+divaricatum"
"CEN00036897";15;"Piper+arboreum"
"CEN00036909";9;"Peperomia+tetraphylla"
"CEN00036978";11;"Piper+aduncum"
"CEN00037029";15;"Piper+arboreum"
"CEN00037822";11;"Piper+aduncum"
"CEN00037824";13;"Piper+amplum"
"CEN00037825";13;"Piper+amplum"
"CEN00039089";20;"Piper+divaricatum"
"CEN00039091";13;"Piper+amplum"
"CEN00039754";28;"Piper+lhotzkyanum"
"CEN00039755";35;"Piper+regnellii"
"CEN00039760";19;"Piper+crassinervium"
"CEN00039761";14;"Piper+anisum"
"CEN00039762";17;"Piper+cernuum"
"CEN00039764";13;"Piper+amplum"
"CEN00039765";20;"Piper+divaricatum"
"CEN00039772";15;"Piper+arboreum"
"CEN00039779";11;"Piper+aduncum"
"CEN00039783";24;"Piper+grazielae"
"CEN00039784";21;"Piper+fuligineum"
"CEN00041550";16;"Piper+caldense"
"CEN00041551";38;"Piper+solmsianum"
"CEN00041990";15;"Piper+arboreum"
"CEN00044970";13;"Piper+amplum"
"CEN00046073";9;"Peperomia+tetraphylla"
"CEN00046234";12;"Piper+amalago"
"CEN00046235";15;"Piper+arboreum"
"CEN00046247";11;"Piper+aduncum"
"CEN00046251";19;"Piper+crassinervium"
"CEN00046252";6;"Peperomia+galioides"
"CEN00046253";39;"Piper+tectoniifolium"
"CEN00046277";15;"Piper+arboreum"
"CEN00046278";17;"Piper+cernuum"
"CEN00046279";17;"Piper+cernuum"
"CEN00046280";15;"Piper+arboreum"
"CEN00046281";17;"Piper+cernuum"
"CEN00047016";11;"Piper+aduncum"
"CEN00047024";13;"Piper+amplum"
"CEN00047025";1;"Peperomia+alata"
"CEN00047026";3;"Peperomia+corcovadensis"
"CEN00047038";9;"Peperomia+tetraphylla"
"CEN00047089";42;"Piper+vicosanum"
"CEN00047090";17;"Piper+cernuum"
"CEN00047093";21;"Piper+fuligineum"
"CEN00047100";9;"Peperomia+tetraphylla"
"CEN00047213";15;"Piper+arboreum"
"CEN00047386";12;"Piper+amalago"
"CEN00047606";15;"Piper+arboreum"
"CEN00047625";41;"Piper+umbellatum"
"CEN00047830";12;"Piper+amalago"
"CEN00049315";8;"Peperomia+subrubrispica"
"CEN00049316";39;"Piper+tectoniifolium"
"CEN00049317";8;"Peperomia+subrubrispica"
"CEN00049318";19;"Piper+crassinervium"
"CEN00049320";23;"Piper+glabratum"
"CEN00049321";39;"Piper+tectoniifolium"
"CEN00049323";8;"Peperomia+subrubrispica"
"CEN00049325";8;"Peperomia+subrubrispica"
"CEN00049326";39;"Piper+tectoniifolium"
"CEN00049328";8;"Peperomia+subrubrispica"
"CEN00049330";23;"Piper+glabratum"
"CEN00049332";15;"Piper+arboreum"
"CEN00049333";10;"Peperomia+urocarpa"
"CEN00049334";16;"Piper+caldense"
"CEN00049337";8;"Peperomia+subrubrispica"
"CEN00049338";39;"Piper+tectoniifolium"
"CEN00049341";16;"Piper+caldense"
"CEN00050802";18;"Piper+chimonanthifolium"
"CEN00051588";18;"Piper+chimonanthifolium"
"CEN00051590";12;"Piper+amalago"
"CEN00051596";12;"Piper+amalago"
"CEN00051600";22;"Piper+gaudichaudianum"
"CEN00051606";28;"Piper+lhotzkyanum"
"CEN00051608";24;"Piper+grazielae"
"CEN00051616";12;"Piper+amalago"
"CEN00051617";25;"Piper+hispidum"
"CEN00051619";14;"Piper+anisum"
"CEN00051621";32;"Piper+mollicomum"
"CEN00051622";33;"Piper+ovatum"
"CEN00051629";38;"Piper+solmsianum"
"CEN00051637";18;"Piper+chimonanthifolium"
"CEN00051644";5;"Peperomia+decora"
"CEN00051673_1";2;"Peperomia+blanda"
"CEN00051680";19;"Piper+crassinervium"
"CEN00051769";15;"Piper+arboreum"
"CEN00051770";11;"Piper+aduncum"
"CEN00054540";11;"Piper+aduncum"
"CEN00054541";12;"Piper+amalago"
"CEN00054542";19;"Piper+crassinervium"
"CEN00054545";1;"Peperomia+alata"
"CEN00054546";41;"Piper+umbellatum"
"CEN00054547";11;"Piper+aduncum"
"CEN00054549";12;"Piper+amalago"
"CEN00054551";11;"Piper+aduncum"
"CEN00054552";32;"Piper+mollicomum"
"CEN00054553";17;"Piper+cernuum"
"CEN00054555";32;"Piper+mollicomum"
"CEN00054556";17;"Piper+cernuum"
"CEN00054557";11;"Piper+aduncum"
"CEN00054567";41;"Piper+umbellatum"
"CEN00054569";32;"Piper+mollicomum"
"CEN00060166";21;"Piper+fuligineum"
"CEN00061730";21;"Piper+fuligineum"
"CEN00063954";14;"Piper+anisum"
"CEN00070926";15;"Piper+arboreum"
"CEN00070931";15;"Piper+arboreum"
"CEN00070936";13;"Piper+amplum"
"CEN00070970";22;"Piper+gaudichaudianum"
"CEN00076991";32;"Piper+mollicomum"
"CEN00079024";11;"Piper+aduncum"
"CEN00079967";28;"Piper+lhotzkyanum"
"CEN00079969";10;"Peperomia+urocarpa"
"CEN00080325";16;"Piper+caldense"
"CEN00080328";23;"Piper+glabratum"
"CEN00080344";14;"Piper+anisum"
"CEN00080348";32;"Piper+mollicomum"
"CEN00080356";8;"Peperomia+subrubrispica"
"CEN00092895";15;"Piper+arboreum"
"CEN00092896";11;"Piper+aduncum"
"CEN00098280";37;"Piper+rivinoides"
"CEN00098282";34;"Piper+permucronatum"
"CEN00098283";17;"Piper+cernuum"
"CEN00106730";11;"Piper+aduncum"
"CEN00114759";6;"Peperomia+galioides"
"CESJ002485";17;"Piper+cernuum"
"CESJ015095_1";18;"Piper+chimonanthifolium"
"CVRD001437";13;"Piper+amplum"
"CVRD002923";13;"Piper+amplum"
"CVRD002972";32;"Piper+mollicomum"
"CVRD003622";15;"Piper+arboreum"
"CVRD005467";16;"Piper+caldense"
"CVRD005885";32;"Piper+mollicomum"
"CVRD006306";20;"Piper+divaricatum"
"CVRD007063";13;"Piper+amplum"
"CVRD007340";15;"Piper+arboreum"
"CVRD008138";18;"Piper+chimonanthifolium"
"CVRD009013";42;"Piper+vicosanum"
"CVRD009039";12;"Piper+amalago"
"CVRD009040";22;"Piper+gaudichaudianum"
"CVRD009041";15;"Piper+arboreum"
"CVRD009043";33;"Piper+ovatum"
"CVRD009323";20;"Piper+divaricatum"
"CVRD009324";32;"Piper+mollicomum"
"CVRD013792";15;"Piper+arboreum"
"CVRD013887";27;"Piper+lepturum"
"ESA009898";4;"Peperomia+crinicaulis"
"ESA012544";24;"Piper+grazielae"
"ESA014020";24;"Piper+grazielae"
"ESA015515";12;"Piper+amalago"
"ESA015728";10;"Peperomia+urocarpa"
"ESA015731";17;"Piper+cernuum"
"ESA017496";15;"Piper+arboreum"
"ESA019005";4;"Peperomia+crinicaulis"
"ESA021618";32;"Piper+mollicomum"
"ESA024812";17;"Piper+cernuum"
"ESA025640";22;"Piper+gaudichaudianum"
"ESA027233";32;"Piper+mollicomum"
"ESA027241";12;"Piper+amalago"
"ESA027741";12;"Piper+amalago"
"ESA027856";6;"Peperomia+galioides"
"ESA028065";31;"Piper+miquelianum"
"ESA028613";12;"Piper+amalago"
"ESA031454";6;"Peperomia+galioides"
"ESA031910";32;"Piper+mollicomum"
"ESA034131";7;"Peperomia+glabella"
"ESA041165";9;"Peperomia+tetraphylla"
"ESA052574";36;"Piper+richardiifolium"
"ESA061084";9;"Peperomia+tetraphylla"
"ESA061113";30;"Piper+macedoi"
"ESA078630";35;"Piper+regnellii"
"ESA084948";10;"Peperomia+urocarpa"
"ESA087498";39;"Piper+tectoniifolium"
"ESA093298";13;"Piper+amplum"
"ESA093380";38;"Piper+solmsianum"
"ESA095373_1";13;"Piper+amplum"
"ESA096186";16;"Piper+caldense"
"ESA097338";10;"Peperomia+urocarpa"
"ESA097748";15;"Piper+arboreum"
"ESA099479";11;"Piper+aduncum"
"ESA099488";23;"Piper+glabratum"
"ESA099489";23;"Piper+glabratum"
"ESA099490";23;"Piper+glabratum"
"ESA099491";23;"Piper+glabratum"
"ESA099492";41;"Piper+umbellatum"
"ESA099493";41;"Piper+umbellatum"
"ESA100009";21;"Piper+fuligineum"
"ESA100012";30;"Piper+macedoi"
"ESA101801";22;"Piper+gaudichaudianum"
"ESA103428";16;"Piper+caldense"
"ESA103429";39;"Piper+tectoniifolium"
"ESA103430";2;"Peperomia+blanda"
"ESA103432";16;"Piper+caldense"
"ESA103435";15;"Piper+arboreum"
"ESA103436";16;"Piper+caldense"
"ESA103686";2;"Peperomia+blanda"
"ESA103687";22;"Piper+gaudichaudianum"
"ESA103688";15;"Piper+arboreum"
"ESA107498";6;"Peperomia+galioides"
"ESA107500";5;"Peperomia+decora"
"ESA107501";5;"Peperomia+decora"
"ESA107623";14;"Piper+anisum"
"ESA108633";24;"Piper+grazielae"
"ESA116209";32;"Piper+mollicomum"
"ESA121200";12;"Piper+amalago"
"ESA121206";23;"Piper+glabratum"
"ESA121580";14;"Piper+anisum"
"ESA121621";19;"Piper+crassinervium"
"ESA122835";37;"Piper+rivinoides"
"ESA122836";38;"Piper+solmsianum"
"ESA122842";15;"Piper+arboreum"
"ESA122843";14;"Piper+anisum"
"FLOR0016339";12;"Piper+amalago"
"FURB37759";15;"Piper+arboreum"
"FURB38136";32;"Piper+mollicomum"
"FURB38251";41;"Piper+umbellatum"
"FURB38541";12;"Piper+amalago"
"HUEFS0011645";9;"Peperomia+tetraphylla"
"HUEFS0011653";2;"Peperomia+blanda"
"HUEFS0038392";24;"Piper+grazielae"
"HUEFS0038393";33;"Piper+ovatum"
"HUEFS0067670";24;"Piper+grazielae"
"HUEFS0070909";36;"Piper+richardiifolium"
"HUEFS0077624";9;"Peperomia+tetraphylla"
"HUEFS0080848";33;"Piper+ovatum"
"HUEFS0085070";24;"Piper+grazielae"
"HUEFS0105795";3;"Peperomia+corcovadensis"
"HUEFS0109160";14;"Piper+anisum"
"HUEFS0110384";10;"Peperomia+urocarpa"
"HUEFS0118670";16;"Piper+caldense"
"HUEFS0124316";24;"Piper+grazielae"
"HUEFS0141006";15;"Piper+arboreum"
"HUEFS0141419";14;"Piper+anisum"
"HUEFS0141479";39;"Piper+tectoniifolium"
"HUEFS0150823";39;"Piper+tectoniifolium"
"HUEFS0178691";33;"Piper+ovatum"
"HUEM000010025";22;"Piper+gaudichaudianum"
"HUEM000010082";32;"Piper+mollicomum"
"HUEM000010085";33;"Piper+ovatum"
"HUEM000010086";33;"Piper+ovatum"
"HUEM000010094";38;"Piper+solmsianum"
"HUEM000010153";15;"Piper+arboreum"
"HUFU00019352";5;"Peperomia+decora"
"HUFU00019684";11;"Piper+aduncum"
"HUFU00019685";11;"Piper+aduncum"
"HUFU00019686";11;"Piper+aduncum"
"HUFU00019687";11;"Piper+aduncum"
"HUFU00019689";11;"Piper+aduncum"
"HUFU00019690";11;"Piper+aduncum"
"HUFU00019691";11;"Piper+aduncum"
"HUFU00019692";11;"Piper+aduncum"
"HUFU00019694";12;"Piper+amalago"
"HUFU00019695";12;"Piper+amalago"
"HUFU00019696";12;"Piper+amalago"
"HUFU00019698";12;"Piper+amalago"
"HUFU00019699";12;"Piper+amalago"
"HUFU00019702";12;"Piper+amalago"
"HUFU00019704";12;"Piper+amalago"
"HUFU00019711";15;"Piper+arboreum"
"HUFU00019714";15;"Piper+arboreum"
"HUFU00019715";15;"Piper+arboreum"
"HUFU00019723";15;"Piper+arboreum"
"HUFU00019724";15;"Piper+arboreum"
"HUFU00019725";15;"Piper+arboreum"
"HUFU00019730";15;"Piper+arboreum"
"HUFU00019731";15;"Piper+arboreum"
"HUFU00019732";15;"Piper+arboreum"
"HUFU00019748";15;"Piper+arboreum"
"HUFU00019749";15;"Piper+arboreum"
"HUFU00019750";15;"Piper+arboreum"
"HUFU00019751";15;"Piper+arboreum"
"HUFU00019755";15;"Piper+arboreum"
"HUFU00019757";16;"Piper+caldense"
"HUFU00019781";21;"Piper+fuligineum"
"HUFU00019786";21;"Piper+fuligineum"
"HUFU00019788";21;"Piper+fuligineum"
"HUFU00019789";21;"Piper+fuligineum"
"HUFU00019791";21;"Piper+fuligineum"
"HUFU00019792";21;"Piper+fuligineum"
"HUFU00019793";21;"Piper+fuligineum"
"HUFU00019796";21;"Piper+fuligineum"
"HUFU00019797";21;"Piper+fuligineum"
"HUFU00019798";21;"Piper+fuligineum"
"HUFU00019799";21;"Piper+fuligineum"
"HUFU00019800";21;"Piper+fuligineum"
"HUFU00019801";21;"Piper+fuligineum"
"HUFU00019802";21;"Piper+fuligineum"
"HUFU00019805";21;"Piper+fuligineum"
"HUFU00019807";21;"Piper+fuligineum"
"HUFU00019808";21;"Piper+fuligineum"
"HUFU00019810";21;"Piper+fuligineum"
"HUFU00019813";21;"Piper+fuligineum"
"HUFU00019814";21;"Piper+fuligineum"
"HUFU00019828";21;"Piper+fuligineum"
"HUFU00019829";21;"Piper+fuligineum"
"HUFU00019830";21;"Piper+fuligineum"
"HUFU00019831";21;"Piper+fuligineum"
"HUFU00019832";21;"Piper+fuligineum"
"HUFU00019834";21;"Piper+fuligineum"
"HUFU00019835";21;"Piper+fuligineum"
"HUFU00019836";21;"Piper+fuligineum"
"HUFU00019837";21;"Piper+fuligineum"
"HUFU00019838";21;"Piper+fuligineum"
"HUFU00019840";21;"Piper+fuligineum"
"HUFU00019841";21;"Piper+fuligineum"
"HUFU00019842";21;"Piper+fuligineum"
"HUFU00019843";21;"Piper+fuligineum"
"HUFU00019844";21;"Piper+fuligineum"
"HUFU00019845";21;"Piper+fuligineum"
"HUFU00019846";21;"Piper+fuligineum"
"HUFU00019847";21;"Piper+fuligineum"
"HUFU00019848";21;"Piper+fuligineum"
"HUFU00019849";21;"Piper+fuligineum"
"HUFU00019850";21;"Piper+fuligineum"
"HUFU00019852";21;"Piper+fuligineum"
"HUFU00019853";21;"Piper+fuligineum"
"HUFU00019859";22;"Piper+gaudichaudianum"
"HUFU00019866";23;"Piper+glabratum"
"HUFU00019868";23;"Piper+glabratum"
"HUFU00019869";23;"Piper+glabratum"
"HUFU00019870";23;"Piper+glabratum"
"HUFU00019872";25;"Piper+hispidum"
"HUFU00019873";25;"Piper+hispidum"
"HUFU00019874";25;"Piper+hispidum"
"HUFU00019876";25;"Piper+hispidum"
"HUFU00019878";27;"Piper+lepturum"
"HUFU00019879";23;"Piper+glabratum"
"HUFU00019881";28;"Piper+lhotzkyanum"
"HUFU00019883";23;"Piper+glabratum"
"HUFU00019886";30;"Piper+macedoi"
"HUFU00019888";33;"Piper+ovatum"
"HUFU00019889";33;"Piper+ovatum"
"HUFU00019891";30;"Piper+macedoi"
"HUFU00019893";30;"Piper+macedoi"
"HUFU00019894";30;"Piper+macedoi"
"HUFU00019896";32;"Piper+mollicomum"
"HUFU00019897";30;"Piper+macedoi"
"HUFU00019903";33;"Piper+ovatum"
"HUFU00019904";33;"Piper+ovatum"
"HUFU00019906";35;"Piper+regnellii"
"HUFU00019909";35;"Piper+regnellii"
"HUFU00019910";35;"Piper+regnellii"
"HUFU00019915";41;"Piper+umbellatum"
"HUFU00019916";41;"Piper+umbellatum"
