"filename";"fold";"specific_epithet"
"CEN00007865";23;"Piper+dilatatum"
"CEN00035982";19;"Piper+cernuum"
"CEN00036949";15;"Piper+bartlingianum"
"CEN00046200";23;"Piper+dilatatum"
"CEN00046201";23;"Piper+dilatatum"
"CEN00047106";41;"Piper+tuberculatum"
"CEN00050501";23;"Piper+dilatatum"
"CEN00052237";23;"Piper+dilatatum"
"CEN00059114";4;"Peperomia+pellucida"
"CEN00059117";30;"Piper+hispidum"
"CEN00059316";41;"Piper+tuberculatum"
"CEN00059318";33;"Piper+marginatum"
"CEN00059323";4;"Peperomia+pellucida"
"CEN00059501";39;"Piper+reticulatum"
"CEN00059504";41;"Piper+tuberculatum"
"CEN00059513";37;"Piper+peltatum"
"CEN00059519";33;"Piper+marginatum"
"CEN00061323";4;"Peperomia+pellucida"
"CEN00062751";41;"Piper+tuberculatum"
"CEN00062846";41;"Piper+tuberculatum"
"CEN00062958";41;"Piper+tuberculatum"
"CEN00062962";41;"Piper+tuberculatum"
"CEN00062972";23;"Piper+dilatatum"
"CEN00062973";41;"Piper+tuberculatum"
"CEN00066015";30;"Piper+hispidum"
"CEN00066738";33;"Piper+marginatum"
"CEN00066829";41;"Piper+tuberculatum"
"CEN00066836";33;"Piper+marginatum"
"CEN00067380";41;"Piper+tuberculatum"
"CEN00067658";41;"Piper+tuberculatum"
"CEN00068358";41;"Piper+tuberculatum"
"CEN00068432";23;"Piper+dilatatum"
"CEN00068436";23;"Piper+dilatatum"
"CEN00068638";17;"Piper+callosum"
"CEN00070167";23;"Piper+dilatatum"
"CEN00070207";30;"Piper+hispidum"
"CEN00071191";23;"Piper+dilatatum"
"CEN00071605";23;"Piper+dilatatum"
"CEN00072597";23;"Piper+dilatatum"
"CEN00076576";37;"Piper+peltatum"
"CEN00079761";4;"Peperomia+pellucida"
"CEN00079777";33;"Piper+marginatum"
"CEN00080646";36;"Piper+pellitum"
"CEN00080771";15;"Piper+bartlingianum"
"CEN00080852";41;"Piper+tuberculatum"
"CEN00081696";12;"Piper+arboreum"
"CEN00081860";15;"Piper+bartlingianum"
"CEN00081964";31;"Piper+hostmannianum"
"CEN00081970";12;"Piper+arboreum"
"CEN00082550";15;"Piper+bartlingianum"
"CEN00084199";15;"Piper+bartlingianum"
"CEN00091238";41;"Piper+tuberculatum"
"CEN00091317";4;"Peperomia+pellucida"
"CEN00091348";41;"Piper+tuberculatum"
"CEN00093534";15;"Piper+bartlingianum"
"CEN00093598";37;"Piper+peltatum"
"CEN00094784";8;"Piper+aduncum"
"CEN00094895";8;"Piper+aduncum"
"CEN00099386";41;"Piper+tuberculatum"
"CEN00111826";12;"Piper+arboreum"
"CEN00116460";23;"Piper+dilatatum"
"ESA090233";41;"Piper+tuberculatum"
"HBRA0003163";31;"Piper+hostmannianum"
"HBRA0003184";31;"Piper+hostmannianum"
"HSTM000069";31;"Piper+hostmannianum"
"HSTM000070_1";30;"Piper+hispidum"
"HSTM000348";12;"Piper+arboreum"
"HSTM000499_1";30;"Piper+hispidum"
"HSTM001593";26;"Piper+durilignum"
"HSTM002158";31;"Piper+hostmannianum"
"HSTM002574";37;"Piper+peltatum"
"HSTM002652";41;"Piper+tuberculatum"
"HSTM003020";26;"Piper+durilignum"
"HSTM004993";30;"Piper+hispidum"
"HSTM007405";26;"Piper+durilignum"
"HSTM007418";33;"Piper+marginatum"
"HSTM007419";26;"Piper+durilignum"
"HSTM008016_1";31;"Piper+hostmannianum"
"HSTM008017";17;"Piper+callosum"
"HSTM008224";30;"Piper+hispidum"
"HSTM008454_1";31;"Piper+hostmannianum"
"HSTM008572_1";31;"Piper+hostmannianum"
"HSTM009046";37;"Piper+peltatum"
"HSTM009447";30;"Piper+hispidum"
"HSTM010632";37;"Piper+peltatum"
"HSTM012138";26;"Piper+durilignum"
"HSTM012463";30;"Piper+hispidum"
"HUEFS0045795";23;"Piper+dilatatum"
"HUEFS0147970";19;"Piper+cernuum"
"HUEFS0200017_e1";12;"Piper+arboreum"
"HUFU00019912";41;"Piper+tuberculatum"
"IAN000048_e1";41;"Piper+tuberculatum"
"IAN010451_e1";39;"Piper+reticulatum"
"IAN011264_e1";18;"Piper+carniconnectivum"
"IAN011429";4;"Peperomia+pellucida"
"IAN011837";40;"Piper+schwackei"
"IAN011975_e1";3;"Peperomia+macrostachya"
"IAN012173_e1";12;"Piper+arboreum"
"IAN013002_e1";12;"Piper+arboreum"
"IAN013156_e1";18;"Piper+carniconnectivum"
"IAN013188";21;"Piper+cyrtopodon"
"IAN017027_1";30;"Piper+hispidum"
"IAN017028_1";18;"Piper+carniconnectivum"
"IAN017057_1";3;"Peperomia+macrostachya"
"IAN017523_1";4;"Peperomia+pellucida"
"IAN017639_1";6;"Peperomia+rotundifolia"
"IAN017768_1";30;"Piper+hispidum"
"IAN017772_1";31;"Piper+hostmannianum"
"IAN017791_1";7;"Peperomia+serpens"
"IAN017809";21;"Piper+cyrtopodon"
"IAN017947_1";12;"Piper+arboreum"
"IAN017962_1";4;"Peperomia+pellucida"
"IAN018015_1";6;"Peperomia+rotundifolia"
"IAN020049_1";15;"Piper+bartlingianum"
"IAN020050_1";21;"Piper+cyrtopodon"
"IAN028521_1";12;"Piper+arboreum"
"IAN029430_1";23;"Piper+dilatatum"
"IAN029431_1";23;"Piper+dilatatum"
"IAN029605_1";14;"Piper+baccans"
"IAN029683_1";15;"Piper+bartlingianum"
"IAN032785_1";3;"Peperomia+macrostachya"
"IAN032832_1";3;"Peperomia+macrostachya"
"IAN033182_1";8;"Piper+aduncum"
"IAN033567_e1";14;"Piper+baccans"
"IAN036893";2;"Peperomia+glabella"
"IAN064046";12;"Piper+arboreum"
"INPA0000047";31;"Piper+hostmannianum"
"INPA0000055";12;"Piper+arboreum"
"INPA0000076_e1";21;"Piper+cyrtopodon"
"INPA0000144";37;"Piper+peltatum"
"INPA0000157";21;"Piper+cyrtopodon"
"INPA0001511_e1";8;"Piper+aduncum"
"INPA0001531_e1";37;"Piper+peltatum"
"INPA0001785";31;"Piper+hostmannianum"
"INPA0001825";41;"Piper+tuberculatum"
"INPA0001991";21;"Piper+cyrtopodon"
"INPA0002239_1";32;"Piper+manausense"
"INPA0003427";33;"Piper+marginatum"
"INPA0003889";20;"Piper+consanguineum"
"INPA0004191";21;"Piper+cyrtopodon"
"INPA0004336";24;"Piper+divaricatum"
"INPA0005521";32;"Piper+manausense"
"INPA0005762";15;"Piper+bartlingianum"
"INPA0005818";22;"Piper+demeraranum"
"INPA0005820";3;"Peperomia+macrostachya"
"INPA0006311";37;"Piper+peltatum"
"INPA0006434";37;"Piper+peltatum"
"INPA0006715";8;"Piper+aduncum"
"INPA0006932_e1";3;"Peperomia+macrostachya"
"INPA0007502";32;"Piper+manausense"
"INPA0007564";37;"Piper+peltatum"
"INPA0007743";35;"Piper+obliquum"
"INPA0007882";27;"Piper+erectipilum"
"INPA0008017_e1";22;"Piper+demeraranum"
"INPA0008067";3;"Peperomia+macrostachya"
"INPA0008104";3;"Peperomia+macrostachya"
"INPA0008391";12;"Piper+arboreum"
"INPA0008467_e1";3;"Peperomia+macrostachya"
"INPA0009329";12;"Piper+arboreum"
"INPA0009389";37;"Piper+peltatum"
"INPA0009432_e1";3;"Peperomia+macrostachya"
"INPA0009674";12;"Piper+arboreum"
"INPA0010044";22;"Piper+demeraranum"
"INPA0010110_e1";3;"Peperomia+macrostachya"
"INPA0010197";27;"Piper+erectipilum"
"INPA0012279";35;"Piper+obliquum"
"INPA0012281";15;"Piper+bartlingianum"
"INPA0012284";12;"Piper+arboreum"
"INPA0012287_e1";3;"Peperomia+macrostachya"
"INPA0012288";3;"Peperomia+macrostachya"
"INPA0012289";3;"Peperomia+macrostachya"
"INPA0012291";31;"Piper+hostmannianum"
"INPA0012292";18;"Piper+carniconnectivum"
"INPA0012293";18;"Piper+carniconnectivum"
"INPA0012294";30;"Piper+hispidum"
"INPA0012296";31;"Piper+hostmannianum"
"INPA0012297";31;"Piper+hostmannianum"
"INPA0012298";41;"Piper+tuberculatum"
"INPA0012299";31;"Piper+hostmannianum"
"INPA0012300";24;"Piper+divaricatum"
"INPA0012301";24;"Piper+divaricatum"
